Coin^^uri,nmo:hasFindspot^^uri,nmo:hasMaterial^^uri**Ma,nmo:hasMint^^uri**Mi,nmo:hasDenomination^^uri**De,nmo:hasMintMark,nmo:hasCountermark,nmo:hasWeight**We,nmo:hasMinDiameter**DMi,nmo:hasMaxDiameter**DMa,nmo:hasDie^^blank**Di,Di__nmo:hasAxis,nmo:hasObverse^^blank**Ob,nmo:hasReverse^^blank**Re,Ob__rdfs:comment,Re__rdfs:comment,Ob__nmo:hasWear**WF,Re__nmo:hasWear**WB,Ob__nmo:hasCorrosion**CF,Re__nmo:hasCorrosion**CB,Ob__nmo:hasLegend,Re__nmo:hasLegend,Ma__hasCertainty^^certainty,Mi__hasCertainty^^certainty,De__hasCertainty^^certainty,We__hasCertainty^^certainty,DMi__hasCertainty^^certainty,DMa__hasCertainty^^certainty,Di__hasCertainty^^certainty,WF__hasCertainty^^certainty,WB__hasCertainty^^certainty,CF__hasCertainty^^certainty,CB__hasCertainty^^certainty
afe:3999,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4000,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4001,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.22,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4002,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4003,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4004,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4005,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4006,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4007,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4008,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4009,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4010,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4011,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.66,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4012,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4013,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4014,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4015,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4016,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4017,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4018,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4019,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4020,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4021,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4022,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4023,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4024,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4025,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4026,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4027,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4028,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4029,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4030,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4031,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4032,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4033,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4034,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4035,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4036,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4037,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4038,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4039,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4040,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4041,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4042,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4043,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4044,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4045,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4046,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4047,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4048,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4049,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4050,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4051,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4052,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4053,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4054,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4055,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4056,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4057,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4058,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4059,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4060,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4061,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4062,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4063,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4064,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4065,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4066,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4067,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4068,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4069,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4070,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4071,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4072,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4073,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4074,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4075,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4076,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4077,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4078,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4079,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4080,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4081,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4082,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4083,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4084,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4085,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4086,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4087,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4088,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4089,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4090,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4091,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4092,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4093,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4094,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4095,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4096,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4097,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.69,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4098,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4099,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4100,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4101,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4102,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4103,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4104,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4105,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4106,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4107,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4108,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4109,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4110,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4111,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4112,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4113,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4114,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4115,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4116,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4117,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4118,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.88,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4119,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4120,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4121,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4122,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4123,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4124,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4125,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4126,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4127,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4128,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4129,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4130,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.93,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4131,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4132,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4133,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4134,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4135,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4136,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4137,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4138,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4139,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4140,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4141,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4142,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4143,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4144,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4145,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4146,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4147,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.06,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4148,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4149,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4150,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4151,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4152,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4153,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4155,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4156,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4157,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4158,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4159,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4160,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4161,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4162,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4163,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4164,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4165,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4166,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4167,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4168,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4169,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4170,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4171,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4172,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4173,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4174,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4175,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4176,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4177,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4178,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4179,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4180,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4181,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4182,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4183,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4184,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4185,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4186,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4187,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4188,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4189,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4190,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4191,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4192,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4193,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4194,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4195,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4196,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4197,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4198,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4199,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4200,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4201,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4202,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4203,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4204,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4205,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.79,,,,,1,1,,PRINC,,,,,,,,,,,,,,,,,
afe:4206,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4207,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4208,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4209,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4210,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4211,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4212,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4213,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,
afe:4214,gaz:2117972,nm:ar,nm:rome,nm:denarius,,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,
